Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
35425,CA-2011-127299,2011-09-19,24-09-2011,Standard Class,JL-15835,John Lee,Consumer,Charlotte,North Carolina,United States,28205,US,South,TEC-MA-10001127,Technology,Machines,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",2624.985,3,0.5,-944.9946,443.69,High
39115,CA-2013-138478,2013-10-22,27-10-2013,Second Class,DP-13390,Dennis Pardue,Home Office,North Las Vegas,Nevada,United States,89031,US,West,OFF-BI-10001120,Office Supplies,Binders,Ibico EPK-21 Electric Binding System,4535.976,3,0.2,1644.2913,431.68,Medium
33102,US-2013-116729,2013-12-26,29-12-2013,First Class,GK-14620,Grace Kelly,Corporate,Los Angeles,California,United States,90049,US,West,TEC-PH-10002200,Technology,Phones,Samsung Galaxy Note 2,2575.944,7,0.2,257.5944,429.66,Medium
34367,CA-2011-119375,2011-11-17,22-11-2011,Standard Class,YC-21895,Yoseph Carroll,Corporate,Newark,Delaware,United States,19711,US,East,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,2934.33,7,0.0,792.2691,428.8,High
39721,CA-2014-150091,2014-10-13,17-10-2014,Standard Class,NP-18670,Nora Paige,Consumer,Lakewood,New Jersey,United States,8701,US,East,FUR-BO-10003404,Furniture,Bookcases,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",2154.9,5,0.0,129.294,426.05,High
39211,CA-2014-165323,2014-06-18,22-06-2014,Standard Class,SR-20740,Steven Roelle,Home Office,New York City,New York,United States,10024,US,East,TEC-MA-10003673,Technology,Machines,Hewlett-Packard Desktjet 6988DT Refurbished Printer,3404.5,5,0.0,1668.205,419.06,High
33317,CA-2013-168354,2013-09-20,22-09-2013,First Class,RH-19510,Rick Huthwaite,Home Office,Providence,Rhode Island,United States,2908,US,East,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",1606.23,9,0.0,481.869,418.26,High
36446,CA-2011-141796,2011-06-21,21-06-2011,Same Day,JG-15160,James Galang,Consumer,Long Beach,New York,United States,11561,US,East,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX ConferenceÃÂ phone,1214.85,3,0.0,352.3065,417.47,Critical
33836,CA-2012-113404,2012-07-16,16-07-2012,Same Day,EM-13810,Eleni McCrary,Corporate,San Francisco,California,United States,94122,US,West,FUR-CH-10003312,Furniture,Chairs,Hon 2090 Ã¢ÂÂPillow SoftÃ¢ÂÂ Series Mid Back Swivel/Tilt Chairs,1348.704,6,0.2,-219.1644,415.69,Critical
33283,CA-2013-147417,2013-07-26,28-07-2013,First Class,CB-12415,Christy Brittain,Consumer,Columbus,Ohio,United States,43229,US,East,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,1439.976,4,0.4,191.9968,408.79,Critical
33100,CA-2014-158379,2014-09-23,27-09-2014,Second Class,JA-15970,Joseph Airdo,Consumer,Philadelphia,Pennsylvania,United States,19134,US,East,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,4663.736,7,0.2,-1049.3406,400.04,Medium
40567,US-2014-102183,2014-08-22,29-08-2014,Standard Class,PK-19075,Pete Kriz,Consumer,New York City,New York,United States,10035,US,East,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,4305.552,6,0.2,1453.1238,398.64,Medium
33353,CA-2014-120376,2014-12-23,26-12-2014,First Class,TP-21130,Theone Pippenger,Consumer,Detroit,Michigan,United States,48227,US,Central,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,1586.69,7,0.0,412.5394,397.52,High
35687,CA-2014-111556,2014-11-21,23-11-2014,First Class,CD-11920,Carlos Daly,Consumer,New York City,New York,United States,10035,US,East,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,1259.97,3,0.0,327.5922,394.57,Critical
36467,CA-2013-122903,2013-05-28,30-05-2013,Second Class,LA-16780,Laura Armstrong,Corporate,Detroit,Michigan,United States,48205,US,Central,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,3504.9,5,0.0,700.98,383.35,High
31559,US-2011-106992,2011-09-19,21-09-2011,Second Class,SB-20290,Sean Braxton,Corporate,Houston,Texas,United States,77036,US,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,3059.982,3,0.4,-509.997,380.77,Medium
32291,CA-2011-117639,2011-05-21,25-05-2011,Standard Class,MW-18235,Mitch Willingham,Corporate,Virginia Beach,Virginia,United States,23464,US,South,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,2715.93,7,0.0,1276.4871,378.83,High
38876,CA-2012-123113,2012-11-23,27-11-2012,Second Class,AT-10735,Annie Thurman,Consumer,Morristown,New Jersey,United States,7960,US,East,OFF-AP-10000275,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",2625.12,8,0.0,735.0336,366.72,Medium
33536,CA-2013-146633,2013-11-16,18-11-2013,Second Class,TG-21310,Toby Gnade,Consumer,Los Angeles,California,United States,90049,US,West,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1016.792,1,0.2,381.297,363.87,Critical
35487,CA-2014-166709,2014-11-18,23-11-2014,Standard Class,HL-15040,Hunter Lopez,Consumer,Newark,Delaware,United States,19711,US,East,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,10499.97,3,0.0,5039.9856,363.19,Medium
33831,US-2014-117723,2014-08-16,19-08-2014,Second Class,DL-13495,Dionis Lloyd,Corporate,Philadelphia,Pennsylvania,United States,19120,US,East,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1801.632,6,0.2,-337.806,356.88,High
34447,CA-2012-147830,2012-12-15,18-12-2012,First Class,NF-18385,Natalie Fritzler,Consumer,Newark,Ohio,United States,43055,US,East,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,2025.36,6,0.2,607.608,355.61,High
35390,CA-2012-102491,2012-08-24,28-08-2012,Standard Class,KW-16435,Katrina Willman,Consumer,Florence,Kentucky,United States,41042,US,South,TEC-MA-10000864,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,3080.0,7,0.0,1416.8,351.01,High
40287,US-2012-128587,2012-12-24,30-12-2012,Standard Class,HM-14860,Harry Marie,Corporate,Springfield,Missouri,United States,65807,US,Central,TEC-CO-10003763,Technology,Copiers,Canon PC1060 Personal Laser Copier,4899.93,7,0.0,2302.9671,350.09,Medium
32299,CA-2012-124891,2012-07-31,31-07-2012,Same Day,RH-19495,Rick Hansen,Consumer,New York City,New York,United States,10024,US,East,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1090.782,7,0.4,-290.8752,348.18,Critical
36813,US-2013-138408,2013-11-19,22-11-2013,Second Class,KC-16255,Karen Carlisle,Corporate,Huntsville,Alabama,United States,35810,US,South,TEC-AC-10003870,Technology,Accessories,LogitechÃÂ Z-906 Speaker sys - home theater - 5.1-CH,1319.96,4,0.0,527.984,345.77,Critical
32246,US-2014-110576,2014-11-29,3/12/2014,Standard Class,RB-19795,Ross Baird,Home Office,Philadelphia,Pennsylvania,United States,19120,US,East,FUR-TA-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",2065.32,12,0.4,-619.596,344.98,High
33650,CA-2012-111514,2012-08-31,2/9/2012,First Class,SC-20260,Scott Cohen,Corporate,San Francisco,California,United States,94122,US,West,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1552.831,7,0.15,200.9546,343.97,High
39609,US-2014-105935,2014-01-27,1/2/2014,Standard Class,BD-11500,Bradley Drucker,Consumer,Columbus,Georgia,United States,31907,US,South,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,2939.93,7,0.0,764.3818,343.25,High
33789,CA-2011-144624,2011-11-19,23-11-2011,Standard Class,JM-15865,John Murray,Consumer,Jamestown,New York,United States,14701,US,East,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,4548.81,7,0.0,1228.1787,338.56,High
36004,CA-2014-138149,2014-06-30,1/7/2014,First Class,WB-21850,William Brown,Consumer,Los Angeles,California,United States,90049,US,West,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92,5,0.2,302.373,337.16,High
40946,CA-2013-107104,2013-11-27,1/12/2013,Standard Class,MS-17365,Maribeth Schnelling,Consumer,Los Angeles,California,United States,90045,US,West,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,3406.664,8,0.15,160.3136,335.64,Medium
35916,CA-2014-145219,2014-12-25,26-12-2014,First Class,RM-19675,Robert Marley,Home Office,Los Angeles,California,United States,90049,US,West,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,2879.952,6,0.2,1007.9832,334.15,Critical
35352,CA-2011-122931,2011-09-29,3/10/2011,Standard Class,SM-20950,Suzanne McNair,Corporate,Philadelphia,Pennsylvania,United States,19134,US,East,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1801.632,6,0.2,-337.806,324.93,High
40875,CA-2014-152975,2014-09-15,17-09-2014,First Class,RB-19705,Roger Barcio,Home Office,New York City,New York,United States,10035,US,East,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,1079.85,3,0.0,323.955,319.04,High
39309,CA-2014-120138,2014-05-26,26-05-2014,Same Day,TB-21625,Trudy Brown,Consumer,New York City,New York,United States,10009,US,East,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,663.92,5,0.2,207.475,314.27,Critical
32111,CA-2014-143686,2014-05-15,15-05-2014,Same Day,PJ-19015,Pauline Johnson,Consumer,Santa Ana,California,United States,92704,US,West,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1399.93,7,0.0,601.9699,309.52,High
32751,CA-2013-133711,2013-11-27,30-11-2013,First Class,MC-17425,Mark Cousins,Corporate,Mobile,Alabama,United States,36608,US,South,TEC-MA-10000010,Technology,Machines,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,3040.0,8,0.0,1459.2,307.85,Medium
38880,CA-2011-163223,2011-03-21,25-03-2011,Standard Class,KH-16690,Kristen Hastings,Corporate,Springfield,Virginia,United States,22153,US,South,TEC-PH-10000730,Technology,Phones,Samsung Galaxy S4 Active,3499.93,7,0.0,909.9818,305.29,Medium
39929,CA-2013-107783,2013-07-29,30-07-2013,First Class,OT-18730,Olvera Toch,Consumer,Bethlehem,Pennsylvania,United States,18018,US,East,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1369.764,6,0.7,-913.176,296.1,High
35505,CA-2011-145387,2011-10-31,2/11/2011,Second Class,AM-10705,Anne McFarland,Consumer,Cranston,Rhode Island,United States,2920,US,East,FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs,1604.9,5,0.0,481.47,289.82,Medium
34885,CA-2014-158729,2014-12-20,22-12-2014,First Class,AC-10450,Amy Cox,Consumer,Lafayette,Louisiana,United States,70506,US,South,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,1665.62,2,0.0,33.3124,287.77,High
34352,US-2012-100377,2012-08-28,1/9/2012,Standard Class,TS-21370,Todd Sumrall,Corporate,Chicago,Illinois,United States,60623,US,Central,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,2799.96,5,0.2,874.9875,286.3,Medium
34595,CA-2014-136308,2014-11-17,17-11-2014,Same Day,MW-18235,Mitch Willingham,Corporate,San Francisco,California,United States,94122,US,West,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,1919.976,3,0.2,215.9973,282.43,High
37936,CA-2011-108609,2011-10-31,2/11/2011,Second Class,AJ-10780,Anthony Jacobs,Corporate,Lorain,Ohio,United States,44052,US,East,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,1421.664,8,0.4,-734.5264,277.66,Critical
32310,US-2012-126214,2012-12-21,24-12-2012,Second Class,JS-15880,John Stevenson,Consumer,Seattle,Washington,United States,98103,US,West,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,1618.37,13,0.0,356.0414,275.6,High
40187,CA-2013-147256,2013-10-18,22-10-2013,Second Class,FC-14245,Frank Carlisle,Home Office,Columbia,Missouri,United States,65203,US,Central,OFF-AP-10003057,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1927.59,7,0.0,751.7601,274.82,High
33869,CA-2013-155845,2013-08-13,16-08-2013,Second Class,CM-12235,Chris McAfee,Consumer,Carrollton,Texas,United States,75007,US,Central,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,1399.944,7,0.2,52.4979,273.79,High
36162,CA-2014-122490,2014-11-14,19-11-2014,Standard Class,TT-21070,Ted Trevino,Consumer,Seattle,Washington,United States,98103,US,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,2404.704,6,0.2,150.294,269.03,Medium
38165,US-2013-126452,2013-08-22,29-08-2013,Standard Class,SC-20230,Scot Coram,Corporate,Los Angeles,California,United States,90004,US,West,FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,2887.056,9,0.2,180.441,268.1,Low
36607,CA-2014-131254,2014-11-20,22-11-2014,First Class,NC-18415,Nathan Cano,Consumer,Houston,Texas,United States,77095,US,Central,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1525.188,6,0.8,-2287.782,263.47,High
37917,US-2014-167402,2014-01-14,19-01-2014,Second Class,CP-12085,Cathy Prescott,Corporate,Springfield,Missouri,United States,65807,US,Central,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,4164.05,5,0.0,83.281,262.42,Medium
33320,CA-2013-168354,2013-09-20,22-09-2013,First Class,RH-19510,Rick Huthwaite,Home Office,Providence,Rhode Island,United States,2908,US,East,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",872.32,4,0.0,244.2496,260.38,High
36923,CA-2011-126683,2011-09-29,1/10/2011,Second Class,PP-18955,Paul Prost,Home Office,Seattle,Washington,United States,98115,US,West,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",2348.82,9,0.0,399.2994,259.81,High
34064,CA-2014-167752,2014-01-16,19-01-2014,First Class,RW-19690,Robert Waldorf,Consumer,Philadelphia,Pennsylvania,United States,19134,US,East,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1924.16,8,0.2,312.676,259.62,High
37053,CA-2011-163748,2011-10-14,18-10-2011,Standard Class,HG-15025,Hunter Glantz,Consumer,Fort Worth,Texas,United States,76106,US,Central,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,1999.96,5,0.2,624.9875,252.11,High
33554,CA-2014-105214,2014-06-17,20-06-2014,First Class,TS-21610,Troy Staebel,Consumer,San Francisco,California,United States,94122,US,West,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,1212.96,7,0.2,90.972,251.88,Medium
38784,US-2012-134558,2012-12-19,24-12-2012,Second Class,PM-19135,Peter McVee,Home Office,Dover,New Hampshire,United States,3820,US,East,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,2249.91,9,0.0,517.4793,248.96,High
38381,CA-2014-118724,2014-07-22,26-07-2014,Second Class,AR-10825,Anthony Rawles,Corporate,Concord,California,United States,94521,US,West,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,1626.192,9,0.2,121.9644,245.6,High
40644,CA-2014-109085,2014-02-18,21-02-2014,First Class,CK-12325,Christine Kargatis,Home Office,Troy,Ohio,United States,45373,US,East,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,899.43,5,0.3,-12.849,243.89,High
31324,US-2012-150630,2012-09-17,21-09-2012,Standard Class,TB-21520,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,United States,19140,US,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3083.43,7,0.5,-1665.0522,242.6,Medium
36068,US-2011-167262,2011-10-31,3/11/2011,Second Class,AC-10450,Amy Cox,Consumer,Avondale,Arizona,United States,85323,US,West,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,742.336,8,0.2,83.5128,241.86,Critical
38694,CA-2011-141649,2011-09-30,30-09-2011,Same Day,DM-12955,Dario Medina,Corporate,Fairfield,Ohio,United States,45014,US,East,OFF-AP-10003217,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,795.408,6,0.2,59.6556,241.68,High
41154,CA-2012-164301,2012-03-26,30-03-2012,Standard Class,EB-13840,Ellis Ballard,Corporate,Seattle,Washington,United States,98103,US,West,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,3393.68,8,0.0,610.8624,240.06,Medium
34781,CA-2011-124688,2011-08-27,29-08-2011,First Class,CC-12610,Corey Catlett,Corporate,Springfield,Virginia,United States,22153,US,South,FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,1202.94,3,0.0,300.735,237.41,Critical
40518,CA-2014-103212,2014-10-14,15-10-2014,First Class,MH-18025,Michelle Huthwaite,Consumer,Lafayette,Louisiana,United States,70506,US,South,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,1504.52,4,0.0,346.0396,236.63,Medium
34740,CA-2014-168858,2014-11-20,24-11-2014,Standard Class,JD-16150,Justin Deggeller,Corporate,New York City,New York,United States,10011,US,East,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,2504.74,7,0.0,626.185,235.83,High
38976,CA-2011-133592,2011-12-31,7/1/2012,Standard Class,KM-16375,Katherine Murray,Home Office,Providence,Rhode Island,United States,2908,US,East,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,1687.8,4,0.0,742.632,234.73,Low
32477,CA-2011-128146,2011-06-21,25-06-2011,Standard Class,DB-13060,Dave Brooks,Consumer,Lakewood,New Jersey,United States,8701,US,East,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,1322.93,7,0.0,357.1911,229.09,High
36865,CA-2014-157966,2014-03-14,14-03-2014,Same Day,SU-20665,Stephanie Ulpright,Home Office,Chicago,Illinois,United States,60610,US,Central,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,959.984,2,0.2,335.9944,227.5,Critical
36157,CA-2013-101546,2013-12-19,25-12-2013,Standard Class,GK-14620,Grace Kelly,Corporate,Morristown,New Jersey,United States,7960,US,East,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1793.98,2,0.0,843.1706,225.42,Low
33202,CA-2014-154410,2014-10-22,25-10-2014,First Class,MD-17860,Michael Dominguez,Corporate,Indianapolis,Indiana,United States,46203,US,Central,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,909.12,8,0.0,9.0912,225.16,High
40068,CA-2014-115882,2014-09-15,18-09-2014,First Class,DB-13555,Dorothy Badders,Corporate,Raleigh,North Carolina,United States,27604,US,South,OFF-AP-10002534,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,942.784,4,0.2,94.2784,223.51,High
